Fecha,Hora,Turno,Boquilla,Peso (g),Temperatura del fluido (°C),Presión de llenado (bar),Etapa
2024-08-07,15:30,tarde,3,8.7457,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,4,9.0,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,5,9.0,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,6,8.8468,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,7,9.0,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,8,7.763,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,9,7.5955,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,10,9.0,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,11,7.8862,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,12,7.7898,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,13,8.5937,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,14,8.3818,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,15,7.5078,18.85,6.0,Mermelada
2024-08-07,15:30,tarde,16,7.7943,18.85,6.0,Mermelada
2024-08-07,22:00,noche,1,8.4835,17.0,6.0,Mermelada
2024-08-07,22:00,noche,2,6.8552,17.0,6.0,Mermelada
2024-08-07,22:00,noche,3,6.3851,17.0,6.0,Mermelada
2024-08-07,22:00,noche,4,8.2541,17.0,6.0,Mermelada
2024-08-07,22:00,noche,5,7.8938,17.0,6.0,Mermelada
2024-08-07,22:00,noche,6,7.0036,17.0,6.0,Mermelada
2024-08-07,22:00,noche,7,6.2343,17.0,6.0,Mermelada
2024-08-07,22:00,noche,8,6.9043,17.0,6.0,Mermelada
2024-08-07,22:00,noche,9,7.4562,17.0,6.0,Mermelada
2024-08-07,22:00,noche,10,8.4325,17.0,6.0,Mermelada
2024-08-07,22:00,noche,11,6.6707,17.0,6.0,Mermelada
2024-08-07,22:00,noche,12,7.4324,17.0,6.0,Mermelada
2024-08-07,22:00,noche,13,8.0401,17.0,6.0,Mermelada
2024-08-07,22:00,noche,14,5.4831,17.0,6.0,Mermelada
2024-08-07,22:00,noche,15,7.9107,17.0,6.0,Mermelada
2024-08-07,22:00,noche,16,6.0953,17.0,6.0,Mermelada
2024-08-07,22:10,noche,1,7.7656,17.0,6.0,Mermelada
2024-08-07,22:10,noche,2,7.6973,17.0,6.0,Mermelada
2024-08-07,22:10,noche,3,8.3677,17.0,6.0,Mermelada
2024-08-07,22:10,noche,4,7.9407,17.0,6.0,Mermelada
2024-08-07,22:10,noche,5,5.5982,17.0,6.0,Mermelada
2024-08-07,22:10,noche,6,6.8722,17.0,6.0,Mermelada
2024-08-07,22:10,noche,7,7.6106,17.0,6.0,Mermelada
2024-08-07,22:10,noche,8,7.344,17.0,6.0,Mermelada
2024-08-07,22:10,noche,9,7.8821,17.0,6.0,Mermelada
2024-08-07,22:10,noche,10,8.1315,17.0,6.0,Mermelada
2024-08-07,22:10,noche,11,7.9868,17.0,6.0,Mermelada
2024-08-07,22:10,noche,12,7.3286,17.0,6.0,Mermelada
2024-08-07,22:10,noche,13,6.0229,17.0,6.0,Mermelada
2024-08-07,22:10,noche,14,6.9929,17.0,6.0,Mermelada
2024-08-07,22:10,noche,15,7.4414,17.0,6.0,Mermelada
2024-08-07,22:10,noche,16,6.1637,17.0,6.0,Mermelada
2024-08-07,22:20,noche,1,8.005,17.12,6.0,Mermelada
2024-08-07,22:20,noche,2,8.2267,17.12,6.0,Mermelada
2024-08-07,22:20,noche,3,7.6015,17.12,6.0,Mermelada
2024-08-07,22:20,noche,4,5.049,17.12,6.0,Mermelada
2024-08-07,22:20,noche,5,6.4775,17.12,6.0,Mermelada
2024-08-07,22:20,noche,6,9.0,17.12,6.0,Mermelada
2024-08-07,22:20,noche,7,7.0628,17.12,6.0,Mermelada
2024-08-07,22:20,noche,8,5.9127,17.12,6.0,Mermelada
2024-08-07,22:20,noche,9,8.4882,17.12,6.0,Mermelada
2024-08-07,22:20,noche,10,7.5107,17.12,6.0,Mermelada
2024-08-07,22:20,noche,11,8.384,17.12,6.0,Mermelada
2024-08-07,22:20,noche,12,7.7216,17.12,6.0,Mermelada
2024-08-07,22:20,noche,13,7.8668,17.12,6.0,Mermelada
2024-08-07,22:20,noche,14,7.6346,17.12,6.0,Mermelada
2024-08-07,22:20,noche,15,7.6551,17.12,6.0,Mermelada
2024-08-07,22:20,noche,16,8.37,17.12,6.0,Mermelada
2024-08-07,22:30,noche,1,8.2768,17.0,6.0,Mermelada
2024-08-07,22:30,noche,2,6.2357,17.0,6.0,Mermelada
2024-08-07,22:30,noche,3,7.8573,17.0,6.0,Mermelada
2024-08-07,22:30,noche,4,8.4132,17.0,6.0,Mermelada
2024-08-07,22:30,noche,5,8.4622,17.0,6.0,Mermelada
2024-08-07,22:30,noche,6,7.1587,17.0,6.0,Mermelada
2024-08-07,22:30,noche,7,8.432,17.0,6.0,Mermelada
2024-08-07,22:30,noche,8,8.2422,17.0,6.0,Mermelada
2024-08-07,22:30,noche,9,9.0,17.0,6.0,Mermelada
2024-08-07,22:30,noche,10,6.9,17.0,6.0,Mermelada
2024-08-07,22:30,noche,11,7.0941,17.0,6.0,Mermelada
2024-08-07,22:30,noche,12,7.2551,17.0,6.0,Mermelada
2024-08-07,22:30,noche,13,7.1078,17.0,6.0,Mermelada
2024-08-07,22:30,noche,14,6.6522,17.0,6.0,Mermelada
2024-08-07,22:30,noche,15,5.0254,17.0,6.0,Mermelada
2024-08-07,22:30,noche,16,6.6516,17.0,6.0,Mermelada
2024-08-07,22:40,noche,1,7.7955,17.7,6.0,Mermelada
2024-08-07,22:40,noche,2,7.1054,17.7,6.0,Mermelada
2024-08-07,22:40,noche,3,9.0,17.7,6.0,Mermelada
2024-08-07,22:40,noche,4,7.5107,17.7,6.0,Mermelada
2024-08-07,22:40,noche,5,8.5328,17.7,6.0,Mermelada
2024-08-07,22:40,noche,6,7.7091,17.7,6.0,Mermelada
2024-08-07,22:40,noche,7,8.1611,17.7,6.0,Mermelada
2024-08-07,22:40,noche,8,7.7234,17.7,6.0,Mermelada
2024-08-07,22:40,noche,9,8.595,17.7,6.0,Mermelada
2024-08-07,22:40,noche,10,7.5448,17.7,6.0,Mermelada
2024-08-07,22:40,noche,11,7.8969,17.7,6.0,Mermelada
2024-08-07,22:40,noche,12,7.7931,17.7,6.0,Mermelada
2024-08-07,22:40,noche,13,7.2694,17.7,6.0,Mermelada
2024-08-07,22:40,noche,14,7.6675,17.7,6.0,Mermelada
2024-08-07,22:40,noche,15,8.55,17.7,6.0,Mermelada
2024-08-07,22:40,noche,16,6.7738,17.7,6.0,Mermelada
2024-08-07,22:50,noche,1,7.8356,17.0,6.0,Mermelada
2024-08-07,22:50,noche,2,8.5062,17.0,6.0,Mermelada
2024-08-07,22:50,noche,3,8.4122,17.0,6.0,Mermelada
2024-08-07,22:50,noche,4,7.5094,17.0,6.0,Mermelada
2024-08-07,22:50,noche,5,5.5933,17.0,6.0,Mermelada
2024-08-07,22:50,noche,6,7.9134,17.0,6.0,Mermelada
2024-08-07,22:50,noche,7,5.7244,17.0,6.0,Mermelada
2024-08-07,22:50,noche,8,8.6759,17.0,6.0,Mermelada
2024-08-07,22:50,noche,9,7.6356,17.0,6.0,Mermelada
2024-08-07,22:50,noche,10,8.2997,17.0,6.0,Mermelada
2024-08-07,22:50,noche,11,6.7783,17.0,6.0,Mermelada
2024-08-07,22:50,noche,12,6.258,17.0,6.0,Mermelada
2024-08-07,22:50,noche,13,7.7086,17.0,6.0,Mermelada
2024-08-07,22:50,noche,14,7.3237,17.0,6.0,Mermelada
2024-08-07,22:50,noche,15,6.7514,17.0,6.0,Mermelada
2024-08-07,22:50,noche,16,7.038,17.0,6.0,Mermelada
2024-08-07,23:00,noche,1,9.0,17.47,6.0,Mermelada
2024-08-07,23:00,noche,2,8.1676,17.47,6.0,Mermelada
2024-08-07,23:00,noche,3,8.3396,17.47,6.0,Mermelada
2024-08-07,23:00,noche,4,8.1751,17.47,6.0,Mermelada
2024-08-07,23:00,noche,5,8.6836,17.47,6.0,Mermelada
2024-08-07,23:00,noche,6,7.3479,17.47,6.0,Mermelada
2024-08-07,23:00,noche,7,5.8562,17.47,6.0,Mermelada
2024-08-07,23:00,noche,8,7.3491,17.47,6.0,Mermelada
2024-08-07,23:00,noche,9,8.1494,17.47,6.0,Mermelada
2024-08-07,23:00,noche,10,6.7242,17.47,6.0,Mermelada
2024-08-07,23:00,noche,11,7.3589,17.47,6.0,Mermelada
2024-08-07,23:00,noche,12,6.9466,17.47,6.0,Mermelada
2024-08-07,23:00,noche,13,8.7016,17.47,6.0,Mermelada
2024-08-07,23:00,noche,14,7.9376,17.47,6.0,Mermelada
2024-08-07,23:00,noche,15,7.6202,17.47,6.0,Mermelada
2024-08-07,23:00,noche,16,7.4375,17.47,6.0,Mermelada
2024-08-07,23:10,noche,1,7.4702,17.35,6.0,Mermelada
2024-08-07,23:10,noche,2,7.658,17.35,6.0,Mermelada
2024-08-07,23:10,noche,3,6.5519,17.35,6.0,Mermelada
2024-08-07,23:10,noche,4,5.7508,17.35,6.0,Mermelada
2024-08-07,23:10,noche,5,7.6201,17.35,6.0,Mermelada
2024-08-07,23:10,noche,6,7.7592,17.35,6.0,Mermelada
2024-08-07,23:10,noche,7,8.4674,17.35,6.0,Mermelada
2024-08-07,23:10,noche,8,8.7571,17.35,6.0,Mermelada
2024-08-07,23:10,noche,9,8.756,17.35,6.0,Mermelada
2024-08-07,23:10,noche,10,6.7016,17.35,6.0,Mermelada
2024-08-07,23:10,noche,11,7.2182,17.35,6.0,Mermelada
2024-08-07,23:10,noche,12,7.8843,17.35,6.0,Mermelada
2024-08-07,23:10,noche,13,9.0,17.35,6.0,Mermelada
2024-08-07,23:10,noche,14,8.5104,17.35,6.0,Mermelada
2024-08-07,23:10,noche,15,7.9757,17.35,6.0,Mermelada
2024-08-07,23:10,noche,16,6.6865,17.35,6.0,Mermelada
2024-08-07,23:20,noche,1,6.7934,17.0,6.0,Mermelada
2024-08-07,23:20,noche,2,8.1311,17.0,6.0,Mermelada
2024-08-07,23:20,noche,3,6.6195,17.0,6.0,Mermelada
2024-08-07,23:20,noche,4,7.3093,17.0,6.0,Mermelada
2024-08-07,23:20,noche,5,7.4082,17.0,6.0,Mermelada
2024-08-07,23:20,noche,6,8.7743,17.0,6.0,Mermelada
2024-08-07,23:20,noche,7,7.2162,17.0,6.0,Mermelada
2024-08-07,23:20,noche,8,5.5486,17.0,6.0,Mermelada
2024-08-07,23:20,noche,9,7.9036,17.0,6.0,Mermelada
2024-08-07,23:20,noche,10,6.9408,17.0,6.0,Mermelada
2024-08-07,23:20,noche,11,7.5341,17.0,6.0,Mermelada
2024-08-07,23:20,noche,12,7.4306,17.0,6.0,Mermelada
2024-08-07,23:20,noche,13,7.281,17.0,6.0,Mermelada
2024-08-07,23:20,noche,14,7.9696,17.0,6.0,Mermelada
2024-08-07,23:20,noche,15,5.96,17.0,6.0,Mermelada
2024-08-07,23:20,noche,16,6.5903,17.0,6.0,Mermelada
2024-08-07,23:30,noche,1,8.0472,17.0,6.0,Mermelada
2024-08-07,23:30,noche,2,7.0087,17.0,6.0,Mermelada
2024-08-07,23:30,noche,3,6.213,17.0,6.0,Mermelada
2024-08-07,23:30,noche,4,8.0348,17.0,6.0,Mermelada
2024-08-07,23:30,noche,5,8.3985,17.0,6.0,Mermelada
2024-08-07,23:30,noche,6,7.464,17.0,6.0,Mermelada
2024-08-07,23:30,noche,7,5.9313,17.0,6.0,Mermelada
2024-08-07,23:30,noche,8,8.0648,17.0,6.0,Mermelada
2024-08-07,23:30,noche,9,6.1721,17.0,6.0,Mermelada
2024-08-07,23:30,noche,10,7.747,17.0,6.0,Mermelada
2024-08-07,23:30,noche,11,6.79,17.0,6.0,Mermelada
2024-08-07,23:30,noche,12,6.5721,17.0,6.0,Mermelada
2024-08-07,23:30,noche,13,7.1465,17.0,6.0,Mermelada
2024-08-07,23:30,noche,14,7.2063,17.0,6.0,Mermelada
2024-08-07,23:30,noche,15,6.6354,17.0,6.0,Mermelada
2024-08-07,23:30,noche,16,7.413,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,1,7.1431,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,2,8.2842,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,3,7.7249,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,4,6.942,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,5,6.8072,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,6,6.182,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,7,7.7326,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,8,7.2163,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,9,5.6022,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,10,7.0714,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,11,6.7792,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,12,8.7605,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,13,6.1378,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,14,6.22,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,15,7.9686,17.0,6.0,Mermelada
2024-08-08,06:00,mañana,16,7.9844,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,1,6.904,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,2,6.9943,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,3,7.993,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,4,5.6383,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,5,6.011,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,6,7.2754,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,7,8.7399,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,8,7.1514,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,9,7.5807,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,10,8.407,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,11,9.0,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,12,7.0385,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,13,7.4865,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,14,8.7785,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,15,5.9681,17.0,6.0,Mermelada
2024-08-08,06:10,mañana,16,7.7395,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,1,6.6853,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,2,7.582,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,3,7.3059,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,4,6.7336,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,5,6.7135,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,6,7.7211,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,7,8.2964,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,8,7.3962,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,9,7.5561,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,10,7.9569,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,11,6.7227,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,12,8.0918,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,13,8.1555,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,14,8.82,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,15,6.8392,17.0,6.0,Mermelada
2024-08-08,06:20,mañana,16,6.6342,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,1,8.1152,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,2,8.1553,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,3,7.0719,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,4,7.1775,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,5,7.9329,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,6,6.8379,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,7,7.1716,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,8,7.5717,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,9,8.2968,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,10,7.0163,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,11,6.0261,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,12,5.9667,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,13,6.4925,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,14,6.3205,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,15,7.0075,17.0,6.0,Mermelada
2024-08-08,06:30,mañana,16,6.0905,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,1,6.9378,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,2,6.8807,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,3,7.1476,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,4,8.558,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,5,8.0296,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,6,7.5129,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,7,7.1312,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,8,7.1534,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,9,7.7622,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,10,7.9673,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,11,6.7739,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,12,7.5292,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,13,5.8747,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,14,7.516,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,15,7.7042,17.0,6.0,Mermelada
2024-08-08,06:40,mañana,16,6.7666,17.0,6.0,Mermelada
2024-08-08,06:50,mañana,1,8.9532,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,2,6.795,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,3,7.674,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,4,7.4713,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,5,7.4198,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,6,7.4085,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,7,7.5857,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,8,8.1784,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,9,8.6022,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,10,7.4982,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,11,8.1523,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,12,6.9386,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,13,8.1128,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,14,6.7526,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,15,7.9539,17.43,6.0,Mermelada
2024-08-08,06:50,mañana,16,8.37,17.43,6.0,Mermelada
2024-08-08,07:00,mañana,1,7.4023,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,2,5.746,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,3,7.0615,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,4,8.4855,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,5,7.9425,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,6,7.6991,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,7,8.3069,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,8,7.8876,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,9,8.4742,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,10,8.2355,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,11,8.7174,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,12,7.787,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,13,8.2242,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,14,7.1092,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,15,6.6679,17.45,6.0,Mermelada
2024-08-08,07:00,mañana,16,8.2448,17.45,6.0,Mermelada
2024-08-08,07:10,mañana,1,7.673,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,2,8.1439,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,3,7.599,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,4,7.0308,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,5,7.5088,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,6,8.6488,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,7,7.9442,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,8,6.1308,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,9,7.3278,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,10,8.9258,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,11,7.329,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,12,6.0596,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,13,9.0,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,14,7.885,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,15,7.0718,17.11,6.0,Mermelada
2024-08-08,07:10,mañana,16,6.6987,17.11,6.0,Mermelada
2024-08-08,07:20,mañana,1,8.3659,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,2,7.0664,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,3,8.4186,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,4,7.9338,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,5,7.6957,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,6,7.6164,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,7,7.36,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,8,8.3365,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,9,6.8077,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,10,6.2025,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,11,7.9916,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,12,8.005,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,13,7.8842,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,14,7.6697,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,15,6.8814,17.2,6.0,Mermelada
2024-08-08,07:20,mañana,16,7.5609,17.2,6.0,Mermelada
2024-08-08,07:30,mañana,1,7.4636,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,2,7.1103,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,3,7.2505,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,4,9.0,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,5,6.112,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,6,7.8998,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,7,6.1567,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,8,7.4134,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,9,7.1531,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,10,5.832,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,11,7.8112,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,12,7.196,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,13,5.8206,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,14,8.0082,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,15,8.2156,17.0,6.0,Mermelada
2024-08-08,07:30,mañana,16,8.0837,17.0,6.0,Mermelada
2024-08-08,14:00,tarde,1,8.9122,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,2,8.6618,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,3,9.0,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,4,9.0,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,5,9.0,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,6,7.8718,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,7,8.7861,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,8,8.9766,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,9,7.1773,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,10,9.0,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,11,9.0,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,12,9.0,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,13,9.0,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,14,8.5959,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,15,8.1381,19.53,6.0,Mermelada
2024-08-08,14:00,tarde,16,8.3049,19.53,6.0,Mermelada
2024-08-08,14:10,tarde,1,7.9723,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,2,7.854,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,3,9.0,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,4,9.0,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,5,7.8321,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,6,9.0,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,7,8.5554,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,8,8.8968,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,9,8.9932,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,10,9.0,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,11,8.6912,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,12,9.0,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,13,8.8725,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,14,8.82,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,15,7.5605,19.39,6.0,Mermelada
2024-08-08,14:10,tarde,16,8.37,19.39,6.0,Mermelada
2024-08-08,14:20,tarde,1,9.0,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,2,9.0,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,3,7.3385,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,4,7.9668,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,5,9.0,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,6,8.8545,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,7,7.094,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,8,9.0,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,9,8.19,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,10,9.0,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,11,8.5547,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,12,8.7888,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,13,9.0,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,14,7.7489,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,15,7.4392,18.9,6.0,Mermelada
2024-08-08,14:20,tarde,16,7.8751,18.9,6.0,Mermelada
2024-08-08,14:30,tarde,1,9.0,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,2,7.5603,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,3,7.2906,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,4,9.0,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,5,8.1426,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,6,8.3112,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,7,7.1396,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,8,8.0818,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,9,8.6189,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,10,9.0,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,11,8.008,18.63,6.0,Mermelada
2024-08-08,14:30,tarde,12,9.0,18.63,6.0,Mermelada
