Fecha,Hora,Turno,Boquilla,Peso (g),Temperatura del fluido (°C),Presión de llenado (bar)
2024-08-06,22:30,noche,1,7.8238,17.0,5.5
2024-08-06,22:30,noche,2,8.3764,17.0,5.5
2024-08-06,22:30,noche,3,6.6283,17.0,5.5
2024-08-06,22:30,noche,4,6.6157,17.0,5.5
2024-08-06,22:30,noche,5,7.9643,17.0,5.5
2024-08-06,22:30,noche,6,7.7957,17.0,5.5
2024-08-06,22:30,noche,7,7.9021,17.0,5.5
2024-08-06,22:30,noche,8,7.5227,17.0,5.5
2024-08-06,22:30,noche,9,8.1986,17.0,5.5
2024-08-06,22:30,noche,10,8.3596,17.0,5.5
2024-08-06,22:30,noche,11,8.0904,17.0,5.5
2024-08-06,22:30,noche,12,7.6435,17.0,5.5
2024-08-06,22:30,noche,13,6.5354,17.0,5.5
2024-08-06,22:30,noche,14,8.0963,17.0,5.5
2024-08-06,22:30,noche,15,8.1064,17.0,5.5
2024-08-06,22:30,noche,16,7.6137,17.0,5.5
2024-08-06,22:40,noche,1,7.2722,17.04,5.5
2024-08-06,22:40,noche,2,8.2043,17.04,5.5
2024-08-06,22:40,noche,3,8.3163,17.04,5.5
2024-08-06,22:40,noche,4,8.7353,17.04,5.5
2024-08-06,22:40,noche,5,7.2743,17.04,5.5
2024-08-06,22:40,noche,6,7.6641,17.04,5.5
2024-08-06,22:40,noche,7,8.2484,17.04,5.5
2024-08-06,22:40,noche,8,7.8344,17.04,5.5
2024-08-06,22:40,noche,9,7.1296,17.04,5.5
2024-08-06,22:40,noche,10,8.0488,17.04,5.5
2024-08-06,22:40,noche,11,8.1472,17.04,5.5
2024-08-06,22:40,noche,12,7.8528,17.04,5.5
2024-08-06,22:40,noche,13,7.9318,17.04,5.5
2024-08-06,22:40,noche,14,7.4919,17.04,5.5
2024-08-06,22:40,noche,15,8.2526,17.04,5.5
2024-08-06,22:40,noche,16,6.7514,17.04,5.5
2024-08-06,22:50,noche,1,7.4476,17.0,5.5
2024-08-06,22:50,noche,2,7.8066,17.0,5.5
2024-08-06,22:50,noche,3,8.3274,17.0,5.5
2024-08-06,22:50,noche,4,6.9016,17.0,5.5
2024-08-06,22:50,noche,5,7.0138,17.0,5.5
2024-08-06,22:50,noche,6,6.5774,17.0,5.5
2024-08-06,22:50,noche,7,7.8196,17.0,5.5
2024-08-06,22:50,noche,8,7.129,17.0,5.5
2024-08-06,22:50,noche,9,7.5693,17.0,5.5
2024-08-06,22:50,noche,10,8.1968,17.0,5.5
2024-08-06,22:50,noche,11,7.4151,17.0,5.5
2024-08-06,22:50,noche,12,7.9388,17.0,5.5
2024-08-06,22:50,noche,13,7.6204,17.0,5.5
2024-08-06,22:50,noche,14,8.0392,17.0,5.5
2024-08-06,22:50,noche,15,7.6808,17.0,5.5
2024-08-06,22:50,noche,16,6.8679,17.0,5.5
2024-08-06,23:00,noche,1,7.6988,17.09,5.5
2024-08-06,23:00,noche,2,8.4262,17.09,5.5
2024-08-06,23:00,noche,3,8.036,17.09,5.5
2024-08-06,23:00,noche,4,6.9618,17.09,5.5
2024-08-06,23:00,noche,5,8.1934,17.09,5.5
2024-08-06,23:00,noche,6,7.1492,17.09,5.5
2024-08-06,23:00,noche,7,8.6475,17.09,5.5
2024-08-06,23:00,noche,8,8.4145,17.09,5.5
2024-08-06,23:00,noche,9,7.9739,17.09,5.5
2024-08-06,23:00,noche,10,7.8943,17.09,5.5
2024-08-06,23:00,noche,11,7.6746,17.09,5.5
2024-08-06,23:00,noche,12,8.2071,17.09,5.5
2024-08-06,23:00,noche,13,7.5775,17.09,5.5
2024-08-06,23:00,noche,14,7.7825,17.09,5.5
2024-08-06,23:00,noche,15,7.907,17.09,5.5
2024-08-06,23:00,noche,16,6.9405,17.09,5.5
2024-08-06,23:10,noche,1,7.4303,17.0,5.5
2024-08-06,23:10,noche,2,7.0834,17.0,5.5
2024-08-06,23:10,noche,3,7.1613,17.0,5.5
2024-08-06,23:10,noche,4,6.703,17.0,5.5
2024-08-06,23:10,noche,5,8.2379,17.0,5.5
2024-08-06,23:10,noche,6,8.8853,17.0,5.5
2024-08-06,23:10,noche,7,8.6552,17.0,5.5
2024-08-06,23:10,noche,8,6.8243,17.0,5.5
2024-08-06,23:10,noche,9,8.2349,17.0,5.5
2024-08-06,23:10,noche,10,8.6533,17.0,5.5
2024-08-06,23:10,noche,11,7.5259,17.0,5.5
2024-08-06,23:10,noche,12,7.8609,17.0,5.5
2024-08-06,23:10,noche,13,6.5953,17.0,5.5
2024-08-06,23:10,noche,14,7.8008,17.0,5.5
2024-08-06,23:10,noche,15,6.8038,17.0,5.5
2024-08-06,23:10,noche,16,7.3654,17.0,5.5
2024-08-06,23:20,noche,1,6.8633,17.0,5.5
2024-08-06,23:20,noche,2,8.1257,17.0,5.5
2024-08-06,23:20,noche,3,8.4147,17.0,5.5
2024-08-06,23:20,noche,4,7.3301,17.0,5.5
2024-08-06,23:20,noche,5,7.1178,17.0,5.5
2024-08-06,23:20,noche,6,6.5064,17.0,5.5
2024-08-06,23:20,noche,7,7.6402,17.0,5.5
2024-08-06,23:20,noche,8,7.451,17.0,5.5
2024-08-06,23:20,noche,9,6.8694,17.0,5.5
2024-08-06,23:20,noche,10,8.0718,17.0,5.5
2024-08-06,23:20,noche,11,7.53,17.0,5.5
2024-08-06,23:20,noche,12,7.1546,17.0,5.5
2024-08-06,23:20,noche,13,7.4673,17.0,5.5
2024-08-06,23:20,noche,14,8.2739,17.0,5.5
2024-08-06,23:20,noche,15,7.7537,17.0,5.5
2024-08-06,23:20,noche,16,7.1814,17.0,5.5
2024-08-06,23:30,noche,1,8.1715,17.0,5.5
2024-08-06,23:30,noche,2,7.1035,17.0,5.5
2024-08-06,23:30,noche,3,7.8194,17.0,5.5
2024-08-06,23:30,noche,4,7.8884,17.0,5.5
2024-08-06,23:30,noche,5,7.5181,17.0,5.5
2024-08-06,23:30,noche,6,8.0613,17.0,5.5
2024-08-06,23:30,noche,7,7.3317,17.0,5.5
2024-08-06,23:30,noche,8,8.1059,17.0,5.5
2024-08-06,23:30,noche,9,8.1311,17.0,5.5
2024-08-06,23:30,noche,10,6.0497,17.0,5.5
2024-08-06,23:30,noche,11,8.5142,17.0,5.5
2024-08-06,23:30,noche,12,5.9714,17.0,5.5
2024-08-06,23:30,noche,13,7.4304,17.0,5.5
2024-08-06,23:30,noche,14,8.2469,17.0,5.5
2024-08-06,23:30,noche,15,7.2291,17.0,5.5
2024-08-06,23:30,noche,16,6.4359,17.0,5.5
2024-08-07,06:00,mañana,1,7.1438,17.0,5.5
2024-08-07,06:00,mañana,2,8.4161,17.0,5.5
2024-08-07,06:00,mañana,3,6.6471,17.0,5.5
2024-08-07,06:00,mañana,4,8.4774,17.0,5.5
2024-08-07,06:00,mañana,5,7.7669,17.0,5.5
2024-08-07,06:00,mañana,6,7.0846,17.0,5.5
2024-08-07,06:00,mañana,7,7.4501,17.0,5.5
2024-08-07,06:00,mañana,8,7.1897,17.0,5.5
2024-08-07,06:00,mañana,9,8.3197,17.0,5.5
2024-08-07,06:00,mañana,10,8.2395,17.0,5.5
2024-08-07,06:00,mañana,11,6.7685,17.0,5.5
2024-08-07,06:00,mañana,12,7.5578,17.0,5.5
2024-08-07,06:00,mañana,13,7.2821,17.0,5.5
2024-08-07,06:00,mañana,14,8.4046,17.0,5.5
2024-08-07,06:00,mañana,15,6.6404,17.0,5.5
2024-08-07,06:00,mañana,16,8.1492,17.0,5.5
2024-08-07,06:10,mañana,1,7.78,17.0,5.5
2024-08-07,06:10,mañana,2,7.1028,17.0,5.5
2024-08-07,06:10,mañana,3,7.3936,17.0,5.5
2024-08-07,06:10,mañana,4,7.319,17.0,5.5
2024-08-07,06:10,mañana,5,7.0352,17.0,5.5
2024-08-07,06:10,mañana,6,7.8569,17.0,5.5
2024-08-07,06:10,mañana,7,7.0633,17.0,5.5
2024-08-07,06:10,mañana,8,6.4918,17.0,5.5
2024-08-07,06:10,mañana,9,7.5722,17.0,5.5
2024-08-07,06:10,mañana,10,6.7183,17.0,5.5
2024-08-07,06:10,mañana,11,7.3487,17.0,5.5
2024-08-07,06:10,mañana,12,7.2545,17.0,5.5
2024-08-07,06:10,mañana,13,7.2773,17.0,5.5
2024-08-07,06:10,mañana,14,8.8206,17.0,5.5
2024-08-07,06:10,mañana,15,7.4422,17.0,5.5
2024-08-07,06:10,mañana,16,7.3909,17.0,5.5
2024-08-07,06:20,mañana,1,6.7342,17.0,5.5
2024-08-07,06:20,mañana,2,7.4076,17.0,5.5
2024-08-07,06:20,mañana,3,7.9292,17.0,5.5
2024-08-07,06:20,mañana,4,7.1853,17.0,5.5
2024-08-07,06:20,mañana,5,8.3448,17.0,5.5
2024-08-07,06:20,mañana,6,7.0784,17.0,5.5
2024-08-07,06:20,mañana,7,7.6282,17.0,5.5
2024-08-07,06:20,mañana,8,7.4484,17.0,5.5
2024-08-07,06:20,mañana,9,7.8986,17.0,5.5
2024-08-07,06:20,mañana,10,7.4157,17.0,5.5
2024-08-07,06:20,mañana,11,7.6375,17.0,5.5
2024-08-07,06:20,mañana,12,7.6583,17.0,5.5
2024-08-07,06:20,mañana,13,7.3594,17.0,5.5
2024-08-07,06:20,mañana,14,7.9292,17.0,5.5
2024-08-07,06:20,mañana,15,7.5459,17.0,5.5
2024-08-07,06:20,mañana,16,7.2046,17.0,5.5
2024-08-07,06:30,mañana,1,7.5417,17.0,5.5
2024-08-07,06:30,mañana,2,8.2779,17.0,5.5
2024-08-07,06:30,mañana,3,7.6585,17.0,5.5
2024-08-07,06:30,mañana,4,7.616,17.0,5.5
2024-08-07,06:30,mañana,5,7.8628,17.0,5.5
2024-08-07,06:30,mañana,6,8.818,17.0,5.5
2024-08-07,06:30,mañana,7,6.9958,17.0,5.5
2024-08-07,06:30,mañana,8,8.2619,17.0,5.5
2024-08-07,06:30,mañana,9,6.6641,17.0,5.5
2024-08-07,06:30,mañana,10,7.9304,17.0,5.5
2024-08-07,06:30,mañana,11,8.745,17.0,5.5
2024-08-07,06:30,mañana,12,8.0932,17.0,5.5
2024-08-07,06:30,mañana,13,7.9024,17.0,5.5
2024-08-07,06:30,mañana,14,7.3145,17.0,5.5
2024-08-07,06:30,mañana,15,7.4277,17.0,5.5
2024-08-07,06:30,mañana,16,7.1133,17.0,5.5
2024-08-07,06:40,mañana,1,7.3284,17.0,5.5
2024-08-07,06:40,mañana,2,7.6261,17.0,5.5
2024-08-07,06:40,mañana,3,7.919,17.0,5.5
2024-08-07,06:40,mañana,4,7.3397,17.0,5.5
2024-08-07,06:40,mañana,5,7.3162,17.0,5.5
2024-08-07,06:40,mañana,6,6.9839,17.0,5.5
2024-08-07,06:40,mañana,7,8.0344,17.0,5.5
2024-08-07,06:40,mañana,8,8.1272,17.0,5.5
2024-08-07,06:40,mañana,9,7.939,17.0,5.5
2024-08-07,06:40,mañana,10,8.3791,17.0,5.5
2024-08-07,06:40,mañana,11,7.8527,17.0,5.5
2024-08-07,06:40,mañana,12,8.0352,17.0,5.5
2024-08-07,06:40,mañana,13,7.9823,17.0,5.5
2024-08-07,06:40,mañana,14,7.5902,17.0,5.5
2024-08-07,06:40,mañana,15,7.1074,17.0,5.5
2024-08-07,06:40,mañana,16,8.4895,17.0,5.5
2024-08-07,06:50,mañana,1,7.5288,17.06,5.5
2024-08-07,06:50,mañana,2,7.4005,17.06,5.5
2024-08-07,06:50,mañana,3,8.0604,17.06,5.5
2024-08-07,06:50,mañana,4,7.9511,17.06,5.5
2024-08-07,06:50,mañana,5,6.9571,17.06,5.5
2024-08-07,06:50,mañana,6,8.4736,17.06,5.5
2024-08-07,06:50,mañana,7,7.7435,17.06,5.5
2024-08-07,06:50,mañana,8,7.1334,17.06,5.5
2024-08-07,06:50,mañana,9,8.5133,17.06,5.5
2024-08-07,06:50,mañana,10,8.1754,17.06,5.5
2024-08-07,06:50,mañana,11,7.0413,17.06,5.5
2024-08-07,06:50,mañana,12,8.8663,17.06,5.5
2024-08-07,06:50,mañana,13,8.1953,17.06,5.5
2024-08-07,06:50,mañana,14,7.638,17.06,5.5
2024-08-07,06:50,mañana,15,8.3164,17.06,5.5
2024-08-07,06:50,mañana,16,7.3429,17.06,5.5
2024-08-07,07:00,mañana,1,7.7832,17.0,5.5
2024-08-07,07:00,mañana,2,7.4038,17.0,5.5
2024-08-07,07:00,mañana,3,8.1491,17.0,5.5
2024-08-07,07:00,mañana,4,8.086,17.0,5.5
2024-08-07,07:00,mañana,5,7.8088,17.0,5.5
2024-08-07,07:00,mañana,6,7.326,17.0,5.5
2024-08-07,07:00,mañana,7,7.878,17.0,5.5
2024-08-07,07:00,mañana,8,7.7581,17.0,5.5
2024-08-07,07:00,mañana,9,6.9999,17.0,5.5
2024-08-07,07:00,mañana,10,6.9169,17.0,5.5
2024-08-07,07:00,mañana,11,8.1391,17.0,5.5
2024-08-07,07:00,mañana,12,6.2389,17.0,5.5
2024-08-07,07:00,mañana,13,7.9232,17.0,5.5
2024-08-07,07:00,mañana,14,7.3629,17.0,5.5
2024-08-07,07:00,mañana,15,8.1557,17.0,5.5
2024-08-07,07:00,mañana,16,6.9786,17.0,5.5
2024-08-07,07:10,mañana,1,8.1957,17.04,5.5
2024-08-07,07:10,mañana,2,7.5619,17.04,5.5
2024-08-07,07:10,mañana,3,7.8682,17.04,5.5
2024-08-07,07:10,mañana,4,8.2421,17.04,5.5
2024-08-07,07:10,mañana,5,7.5225,17.04,5.5
2024-08-07,07:10,mañana,6,8.3979,17.04,5.5
2024-08-07,07:10,mañana,7,7.2038,17.04,5.5
2024-08-07,07:10,mañana,8,7.9768,17.04,5.5
2024-08-07,07:10,mañana,9,8.3536,17.04,5.5
2024-08-07,07:10,mañana,10,8.196,17.04,5.5
2024-08-07,07:10,mañana,11,8.9499,17.04,5.5
2024-08-07,07:10,mañana,12,7.3419,17.04,5.5
2024-08-07,07:10,mañana,13,6.9725,17.04,5.5
2024-08-07,07:10,mañana,14,7.0593,17.04,5.5
2024-08-07,07:10,mañana,15,7.7865,17.04,5.5
2024-08-07,07:10,mañana,16,7.5318,17.04,5.5
2024-08-07,07:20,mañana,1,7.8614,17.0,5.5
2024-08-07,07:20,mañana,2,7.1262,17.0,5.5
2024-08-07,07:20,mañana,3,8.2601,17.0,5.5
2024-08-07,07:20,mañana,4,7.0652,17.0,5.5
2024-08-07,07:20,mañana,5,8.4954,17.0,5.5
2024-08-07,07:20,mañana,6,9.5145,17.0,5.5
2024-08-07,07:20,mañana,7,8.0199,17.0,5.5
2024-08-07,07:20,mañana,8,8.1499,17.0,5.5
2024-08-07,07:20,mañana,9,7.5043,17.0,5.5
2024-08-07,07:20,mañana,10,6.7139,17.0,5.5
2024-08-07,07:20,mañana,11,7.4384,17.0,5.5
2024-08-07,07:20,mañana,12,7.1443,17.0,5.5
2024-08-07,07:20,mañana,13,6.9318,17.0,5.5
2024-08-07,07:20,mañana,14,8.6567,17.0,5.5
2024-08-07,07:20,mañana,15,7.5655,17.0,5.5
2024-08-07,07:20,mañana,16,7.4659,17.0,5.5
2024-08-07,07:30,mañana,1,7.6146,17.0,5.5
2024-08-07,07:30,mañana,2,7.6963,17.0,5.5
2024-08-07,07:30,mañana,3,8.3787,17.0,5.5
2024-08-07,07:30,mañana,4,7.7806,17.0,5.5
2024-08-07,07:30,mañana,5,8.1184,17.0,5.5
2024-08-07,07:30,mañana,6,7.6824,17.0,5.5
2024-08-07,07:30,mañana,7,7.5947,17.0,5.5
2024-08-07,07:30,mañana,8,6.9559,17.0,5.5
2024-08-07,07:30,mañana,9,6.6134,17.0,5.5
2024-08-07,07:30,mañana,10,7.6431,17.0,5.5
2024-08-07,07:30,mañana,11,7.8339,17.0,5.5
2024-08-07,07:30,mañana,12,7.0283,17.0,5.5
2024-08-07,07:30,mañana,13,7.7793,17.0,5.5
2024-08-07,07:30,mañana,14,7.6756,17.0,5.5
2024-08-07,07:30,mañana,15,6.1811,17.0,5.5
2024-08-07,07:30,mañana,16,6.7434,17.0,5.5
2024-08-07,14:00,tarde,1,9.2144,19.69,5.5
2024-08-07,14:00,tarde,2,9.2022,19.69,5.5
2024-08-07,14:00,tarde,3,8.2778,19.69,5.5
2024-08-07,14:00,tarde,4,9.0651,19.69,5.5
2024-08-07,14:00,tarde,5,9.5834,19.69,5.5
2024-08-07,14:00,tarde,6,9.4362,19.69,5.5
2024-08-07,14:00,tarde,7,8.9128,19.69,5.5
2024-08-07,14:00,tarde,8,8.6892,19.69,5.5
2024-08-07,14:00,tarde,9,8.5924,19.69,5.5
2024-08-07,14:00,tarde,10,9.2507,19.69,5.5
2024-08-07,14:00,tarde,11,9.0871,19.69,5.5
2024-08-07,14:00,tarde,12,9.3476,19.69,5.5
2024-08-07,14:00,tarde,13,9.0491,19.69,5.5
2024-08-07,14:00,tarde,14,9.272,19.69,5.5
2024-08-07,14:00,tarde,15,8.5754,19.69,5.5
2024-08-07,14:00,tarde,16,8.78,19.69,5.5
2024-08-07,14:10,tarde,1,9.4925,19.25,5.5
2024-08-07,14:10,tarde,2,8.4873,19.25,5.5
2024-08-07,14:10,tarde,3,7.8851,19.25,5.5
2024-08-07,14:10,tarde,4,9.8961,19.25,5.5
2024-08-07,14:10,tarde,5,9.124,19.25,5.5
2024-08-07,14:10,tarde,6,7.9413,19.25,5.5
2024-08-07,14:10,tarde,7,8.5417,19.25,5.5
2024-08-07,14:10,tarde,8,9.4331,19.25,5.5
2024-08-07,14:10,tarde,9,8.8022,19.25,5.5
2024-08-07,14:10,tarde,10,8.6628,19.25,5.5
2024-08-07,14:10,tarde,11,9.8105,19.25,5.5
2024-08-07,14:10,tarde,12,8.3416,19.25,5.5
2024-08-07,14:10,tarde,13,8.4911,19.25,5.5
2024-08-07,14:10,tarde,14,8.9149,19.25,5.5
2024-08-07,14:10,tarde,15,8.7441,19.25,5.5
2024-08-07,14:10,tarde,16,8.6191,19.25,5.5
2024-08-07,14:20,tarde,1,9.5167,19.74,5.5
2024-08-07,14:20,tarde,2,9.0891,19.74,5.5
2024-08-07,14:20,tarde,3,9.2636,19.74,5.5
2024-08-07,14:20,tarde,4,8.8145,19.74,5.5
2024-08-07,14:20,tarde,5,9.0076,19.74,5.5
2024-08-07,14:20,tarde,6,9.0345,19.74,5.5
2024-08-07,14:20,tarde,7,9.0991,19.74,5.5
2024-08-07,14:20,tarde,8,9.4335,19.74,5.5
2024-08-07,14:20,tarde,9,9.3031,19.74,5.5
2024-08-07,14:20,tarde,10,8.9965,19.74,5.5
2024-08-07,14:20,tarde,11,8.4845,19.74,5.5
2024-08-07,14:20,tarde,12,9.0106,19.74,5.5
2024-08-07,14:20,tarde,13,8.9532,19.74,5.5
2024-08-07,14:20,tarde,14,8.9042,19.74,5.5
2024-08-07,14:20,tarde,15,9.7792,19.74,5.5
2024-08-07,14:20,tarde,16,8.0498,19.74,5.5
2024-08-07,14:30,tarde,1,9.2234,20.05,5.5
2024-08-07,14:30,tarde,2,9.6111,20.05,5.5
2024-08-07,14:30,tarde,3,9.0288,20.05,5.5
2024-08-07,14:30,tarde,4,10.3727,20.05,5.5
2024-08-07,14:30,tarde,5,8.7432,20.05,5.5
2024-08-07,14:30,tarde,6,9.1645,20.05,5.5
2024-08-07,14:30,tarde,7,8.4907,20.05,5.5
2024-08-07,14:30,tarde,8,8.7591,20.05,5.5
2024-08-07,14:30,tarde,9,9.1194,20.05,5.5
2024-08-07,14:30,tarde,10,9.4778,20.05,5.5
2024-08-07,14:30,tarde,11,9.1615,20.05,5.5
2024-08-07,14:30,tarde,12,9.7255,20.05,5.5
2024-08-07,14:30,tarde,13,8.913,20.05,5.5
2024-08-07,14:30,tarde,14,8.5953,20.05,5.5
2024-08-07,14:30,tarde,15,10.0628,20.05,5.5
2024-08-07,14:30,tarde,16,8.5621,20.05,5.5
2024-08-07,14:40,tarde,1,8.5383,19.19,5.5
2024-08-07,14:40,tarde,2,8.5534,19.19,5.5
2024-08-07,14:40,tarde,3,8.4044,19.19,5.5
2024-08-07,14:40,tarde,4,9.5319,19.19,5.5
2024-08-07,14:40,tarde,5,8.7514,19.19,5.5
2024-08-07,14:40,tarde,6,9.0464,19.19,5.5
2024-08-07,14:40,tarde,7,8.9319,19.19,5.5
2024-08-07,14:40,tarde,8,9.4089,19.19,5.5
2024-08-07,14:40,tarde,9,8.462,19.19,5.5
2024-08-07,14:40,tarde,10,8.3247,19.19,5.5
2024-08-07,14:40,tarde,11,9.1046,19.19,5.5
2024-08-07,14:40,tarde,12,9.3306,19.19,5.5
2024-08-07,14:40,tarde,13,9.1695,19.19,5.5
2024-08-07,14:40,tarde,14,8.3146,19.19,5.5
2024-08-07,14:40,tarde,15,8.9077,19.19,5.5
2024-08-07,14:40,tarde,16,7.927,19.19,5.5
2024-08-07,14:50,tarde,1,8.6571,19.32,5.5
2024-08-07,14:50,tarde,2,8.4036,19.32,5.5
2024-08-07,14:50,tarde,3,9.7507,19.32,5.5
2024-08-07,14:50,tarde,4,9.3501,19.32,5.5
2024-08-07,14:50,tarde,5,9.333,19.32,5.5
2024-08-07,14:50,tarde,6,9.7183,19.32,5.5
2024-08-07,14:50,tarde,7,10.6576,19.32,5.5
2024-08-07,14:50,tarde,8,7.9445,19.32,5.5
2024-08-07,14:50,tarde,9,8.527,19.32,5.5
2024-08-07,14:50,tarde,10,8.6003,19.32,5.5
2024-08-07,14:50,tarde,11,8.4595,19.32,5.5
2024-08-07,14:50,tarde,12,8.3235,19.32,5.5
2024-08-07,14:50,tarde,13,8.7902,19.32,5.5
2024-08-07,14:50,tarde,14,8.0752,19.32,5.5
2024-08-07,14:50,tarde,15,8.7125,19.32,5.5
2024-08-07,14:50,tarde,16,8.3709,19.32,5.5
2024-08-07,15:00,tarde,1,9.2586,19.46,5.5
2024-08-07,15:00,tarde,2,9.2746,19.46,5.5
2024-08-07,15:00,tarde,3,9.3318,19.46,5.5
2024-08-07,15:00,tarde,4,8.746,19.46,5.5
2024-08-07,15:00,tarde,5,10.2427,19.46,5.5
2024-08-07,15:00,tarde,6,9.1107,19.46,5.5
2024-08-07,15:00,tarde,7,7.8525,19.46,5.5
2024-08-07,15:00,tarde,8,8.3686,19.46,5.5
2024-08-07,15:00,tarde,9,7.9257,19.46,5.5
2024-08-07,15:00,tarde,10,8.9804,19.46,5.5
2024-08-07,15:00,tarde,11,8.8969,19.46,5.5
2024-08-07,15:00,tarde,12,8.6889,19.46,5.5
2024-08-07,15:00,tarde,13,10.1766,19.46,5.5
2024-08-07,15:00,tarde,14,9.1134,19.46,5.5
2024-08-07,15:00,tarde,15,8.9354,19.46,5.5
2024-08-07,15:00,tarde,16,7.8226,19.46,5.5
2024-08-07,15:10,tarde,1,8.3705,19.15,5.5
2024-08-07,15:10,tarde,2,8.9921,19.15,5.5
2024-08-07,15:10,tarde,3,9.0738,19.15,5.5
2024-08-07,15:10,tarde,4,7.8562,19.15,5.5
2024-08-07,15:10,tarde,5,8.8618,19.15,5.5
2024-08-07,15:10,tarde,6,8.9784,19.15,5.5
2024-08-07,15:10,tarde,7,8.8409,19.15,5.5
2024-08-07,15:10,tarde,8,8.482,19.15,5.5
2024-08-07,15:10,tarde,9,8.6463,19.15,5.5
2024-08-07,15:10,tarde,10,8.8639,19.15,5.5
2024-08-07,15:10,tarde,11,9.0245,19.15,5.5
2024-08-07,15:10,tarde,12,9.3329,19.15,5.5
2024-08-07,15:10,tarde,13,9.6185,19.15,5.5
2024-08-07,15:10,tarde,14,8.6175,19.15,5.5
2024-08-07,15:10,tarde,15,8.2615,19.15,5.5
2024-08-07,15:10,tarde,16,8.5863,19.15,5.5
2024-08-07,15:20,tarde,1,9.3365,19.45,5.5
2024-08-07,15:20,tarde,2,8.7095,19.45,5.5
2024-08-07,15:20,tarde,3,9.4442,19.45,5.5
2024-08-07,15:20,tarde,4,9.5578,19.45,5.5
2024-08-07,15:20,tarde,5,9.745,19.45,5.5
2024-08-07,15:20,tarde,6,10.037,19.45,5.5
2024-08-07,15:20,tarde,7,8.4502,19.45,5.5
2024-08-07,15:20,tarde,8,8.9783,19.45,5.5
2024-08-07,15:20,tarde,9,8.9768,19.45,5.5
2024-08-07,15:20,tarde,10,8.9112,19.45,5.5
2024-08-07,15:20,tarde,11,8.5804,19.45,5.5
2024-08-07,15:20,tarde,12,8.0787,19.45,5.5
2024-08-07,15:20,tarde,13,9.0256,19.45,5.5
2024-08-07,15:20,tarde,14,8.3388,19.45,5.5
2024-08-07,15:20,tarde,15,8.5705,19.45,5.5
2024-08-07,15:20,tarde,16,7.899,19.45,5.5
2024-08-07,15:30,tarde,1,8.3102,19.3,5.5
2024-08-07,15:30,tarde,2,9.1106,19.3,5.5
2024-08-07,15:30,tarde,3,9.0606,19.3,5.5
2024-08-07,15:30,tarde,4,9.3176,19.3,5.5
2024-08-07,15:30,tarde,5,10.2815,19.3,5.5
2024-08-07,15:30,tarde,6,9.1364,19.3,5.5
2024-08-07,15:30,tarde,7,9.261,19.3,5.5
2024-08-07,15:30,tarde,8,8.3235,19.3,5.5
2024-08-07,15:30,tarde,9,8.1979,19.3,5.5
2024-08-07,15:30,tarde,10,9.9197,19.3,5.5
2024-08-07,15:30,tarde,11,8.4159,19.3,5.5
2024-08-07,15:30,tarde,12,8.3436,19.3,5.5
2024-08-07,15:30,tarde,13,8.9465,19.3,5.5
2024-08-07,15:30,tarde,14,8.7376,19.3,5.5
2024-08-07,15:30,tarde,15,8.0071,19.3,5.5
2024-08-07,15:30,tarde,16,8.1719,19.3,5.5
2024-08-07,22:00,noche,1,8.5376,17.0,5.5
2024-08-07,22:00,noche,2,7.3164,17.0,5.5
2024-08-07,22:00,noche,3,6.9638,17.0,5.5
2024-08-07,22:00,noche,4,8.3656,17.0,5.5
2024-08-07,22:00,noche,5,8.0954,17.0,5.5
2024-08-07,22:00,noche,6,7.4277,17.0,5.5
2024-08-07,22:00,noche,7,6.8507,17.0,5.5
2024-08-07,22:00,noche,8,7.3532,17.0,5.5
2024-08-07,22:00,noche,9,7.7672,17.0,5.5
2024-08-07,22:00,noche,10,8.4994,17.0,5.5
2024-08-07,22:00,noche,11,7.1781,17.0,5.5
2024-08-07,22:00,noche,12,7.7493,17.0,5.5
2024-08-07,22:00,noche,13,8.2051,17.0,5.5
2024-08-07,22:00,noche,14,6.2438,17.0,5.5
2024-08-07,22:00,noche,15,7.9993,17.0,5.5
2024-08-07,22:00,noche,16,6.5942,17.0,5.5
2024-08-07,22:10,noche,1,7.9992,17.0,5.5
2024-08-07,22:10,noche,2,7.948,17.0,5.5
2024-08-07,22:10,noche,3,8.4508,17.0,5.5
2024-08-07,22:10,noche,4,8.1306,17.0,5.5
2024-08-07,22:10,noche,5,6.3736,17.0,5.5
2024-08-07,22:10,noche,6,7.3291,17.0,5.5
2024-08-07,22:10,noche,7,7.8829,17.0,5.5
2024-08-07,22:10,noche,8,7.683,17.0,5.5
2024-08-07,22:10,noche,9,8.0866,17.0,5.5
2024-08-07,22:10,noche,10,8.2736,17.0,5.5
2024-08-07,22:10,noche,11,8.1651,17.0,5.5
2024-08-07,22:10,noche,12,7.6714,17.0,5.5
2024-08-07,22:10,noche,13,6.6922,17.0,5.5
2024-08-07,22:10,noche,14,7.3762,17.0,5.5
2024-08-07,22:10,noche,15,7.6473,17.0,5.5
2024-08-07,22:10,noche,16,6.6455,17.0,5.5
2024-08-07,22:20,noche,1,8.1788,17.08,5.5
2024-08-07,22:20,noche,2,8.345,17.08,5.5
2024-08-07,22:20,noche,3,7.8761,17.08,5.5
2024-08-07,22:20,noche,4,5.9617,17.08,5.5
2024-08-07,22:20,noche,5,7.0331,17.08,5.5
2024-08-07,22:20,noche,6,8.9317,17.08,5.5
2024-08-07,22:20,noche,7,7.4721,17.08,5.5
