Fecha,Hora,Turno,Boquilla,Peso (g),Temperatura del fluido (°C),Presión de llenado (bar),% de Reproceso,Etapa
2024-08-06,14:00,tarde,15,21.7138,23.48,4.0,20,Depositado
2024-08-06,14:00,tarde,16,22.3673,23.48,4.0,20,Depositado
2024-08-06,14:10,tarde,1,23.6537,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,2,21.1204,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,3,22.255,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,4,21.6695,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,5,22.3918,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,6,22.1051,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,7,22.4914,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,8,22.7148,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,9,22.1839,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,10,22.6913,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,11,20.8141,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,12,22.9388,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,13,22.2825,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,14,22.662,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,15,21.4213,23.58,4.0,20,Depositado
2024-08-06,14:10,tarde,16,21.6314,23.58,4.0,20,Depositado
2024-08-06,14:20,tarde,1,22.1588,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,2,22.0708,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,3,22.2329,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,4,22.6656,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,5,21.1268,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,6,22.6059,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,7,22.0845,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,8,21.97,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,9,21.2856,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,10,22.3516,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,11,20.7764,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,12,22.4301,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,13,21.2743,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,14,22.1089,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,15,22.0156,23.14,4.0,20,Depositado
2024-08-06,14:20,tarde,16,22.7116,23.14,4.0,20,Depositado
2024-08-06,14:30,tarde,1,21.9835,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,2,21.7052,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,3,21.8064,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,4,22.7674,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,5,22.3696,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,6,21.8718,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,7,21.9523,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,8,21.2337,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,9,22.2898,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,10,21.1297,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,11,22.486,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,12,22.1495,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,13,23.369,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,14,21.4859,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,15,22.0246,23.39,4.0,20,Depositado
2024-08-06,14:30,tarde,16,23.0511,23.39,4.0,20,Depositado
2024-08-06,14:40,tarde,1,22.7234,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,2,21.704,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,3,22.2009,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,4,22.0811,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,5,22.2323,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,6,21.7027,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,7,22.0318,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,8,21.2171,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,9,22.153,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,10,22.323,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,11,21.9572,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,12,21.2079,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,13,22.6138,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,14,22.2768,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,15,21.688,23.17,4.0,20,Depositado
2024-08-06,14:40,tarde,16,21.9285,23.17,4.0,20,Depositado
2024-08-06,14:50,tarde,1,21.2696,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,2,21.5263,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,3,21.7896,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,4,22.7433,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,5,21.7347,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,6,22.4257,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,7,21.7893,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,8,22.2139,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,9,22.0036,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,10,22.5515,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,11,21.7912,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,12,21.2308,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,13,21.3337,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,14,21.7928,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,15,21.4055,22.87,4.0,20,Depositado
2024-08-06,14:50,tarde,16,22.3015,22.87,4.0,20,Depositado
2024-08-06,15:00,tarde,1,21.8285,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,2,23.3623,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,3,21.1416,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,4,22.19,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,5,21.4709,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,6,21.8136,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,7,22.1564,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,8,20.8243,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,9,22.2079,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,10,23.1076,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,11,21.8351,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,12,22.2203,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,13,22.6335,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,14,21.9915,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,15,21.7663,23.08,4.0,20,Depositado
2024-08-06,15:00,tarde,16,20.8511,23.08,4.0,20,Depositado
2024-08-06,15:10,tarde,1,22.4261,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,2,22.0189,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,3,21.5332,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,4,22.1484,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,5,21.7648,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,6,21.7946,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,7,22.4074,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,8,21.3573,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,9,22.6456,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,10,21.3252,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,11,21.7221,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,12,23.1184,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,13,22.6888,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,14,22.1327,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,15,21.5721,23.22,4.0,20,Depositado
2024-08-06,15:10,tarde,16,21.7942,23.22,4.0,20,Depositado
2024-08-06,15:20,tarde,1,22.1196,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,2,22.1003,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,3,22.0309,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,4,22.0634,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,5,21.9642,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,6,21.3013,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,7,21.8011,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,8,22.5739,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,9,21.3411,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,10,21.9776,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,11,21.6373,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,12,22.1401,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,13,21.8701,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,14,22.8778,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,15,22.3536,23.09,4.0,20,Depositado
2024-08-06,15:20,tarde,16,21.3716,23.09,4.0,20,Depositado
2024-08-06,15:30,tarde,1,22.4425,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,2,21.6617,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,3,21.7684,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,4,22.2495,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,5,21.8145,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,6,22.5621,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,7,21.6618,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,8,21.7458,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,9,21.7256,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,10,21.7746,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,11,22.6736,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,12,22.4195,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,13,23.0034,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,14,23.3045,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,15,21.5234,23.5,4.0,20,Depositado
2024-08-06,15:30,tarde,16,22.118,23.5,4.0,20,Depositado
2024-08-06,22:00,noche,1,18.5649,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,2,18.7801,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,3,18.8598,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,4,18.6291,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,5,18.632,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,6,19.1221,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,7,18.543,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,8,19.6547,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,9,18.7044,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,10,20.7172,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,11,18.9563,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,12,19.2389,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,13,18.5005,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,14,20.1213,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,15,19.8045,17.0,4.0,0,Depositado
2024-08-06,22:00,noche,16,19.3603,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,1,18.4727,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,2,19.3138,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,3,18.5944,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,4,19.9897,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,5,19.637,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,6,19.2515,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,7,17.8844,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,8,18.669,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,9,19.5714,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,10,19.855,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,11,19.799,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,12,18.3403,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,13,19.3628,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,14,19.7484,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,15,18.3045,17.0,4.0,0,Depositado
2024-08-06,22:10,noche,16,19.1957,17.0,4.0,0,Depositado
2024-08-06,22:20,noche,1,19.3479,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,2,19.0376,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,3,18.1998,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,4,19.0241,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,5,19.0233,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,6,19.12,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,7,18.8957,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,8,18.9608,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,9,19.1786,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,10,19.4389,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,11,19.0356,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,12,18.9788,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,13,19.2499,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,14,18.1627,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,15,19.4576,17.0,4.0,1,Depositado
2024-08-06,22:20,noche,16,19.1997,17.0,4.0,1,Depositado
2024-08-06,22:30,noche,1,19.2214,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,2,19.7188,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,3,18.1455,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,4,18.1341,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,5,19.3479,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,6,19.1962,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,7,19.2919,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,8,18.9505,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,9,19.5588,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,10,19.7036,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,11,19.4614,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,12,19.0592,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,13,18.0618,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,14,19.6154,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,15,19.8597,17.0,4.0,0,Depositado
2024-08-06,22:30,noche,16,19.5481,17.0,4.0,0,Depositado
2024-08-06,22:40,noche,1,18.725,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,2,19.5638,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,3,19.6647,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,4,20.0418,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,5,18.7269,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,6,19.0777,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,7,19.6035,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,8,19.231,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,9,18.5966,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,10,19.4239,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,11,19.5125,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,12,19.2475,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,13,19.3186,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,14,19.0603,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,15,19.9983,17.16,4.0,1,Depositado
2024-08-06,22:40,noche,16,18.7136,17.16,4.0,1,Depositado
2024-08-06,22:50,noche,1,18.8828,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,2,19.2059,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,3,19.6746,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,4,18.3914,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,5,18.4924,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,6,18.0996,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,7,19.2177,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,8,18.5961,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,9,18.9923,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,10,19.5571,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,11,18.8536,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,12,19.3249,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,13,19.0384,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,14,19.5629,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,15,19.4566,17.0,4.0,1,Depositado
2024-08-06,22:50,noche,16,18.8264,17.0,4.0,1,Depositado
2024-08-06,23:00,noche,1,19.1089,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,2,19.7636,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,3,19.4124,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,4,18.4456,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,5,19.554,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,6,18.6143,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,7,19.9628,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,8,19.753,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,9,19.3565,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,10,19.2849,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,11,19.0871,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,12,19.5664,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,13,18.9998,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,14,19.3272,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,15,19.6708,17.2,4.0,1,Depositado
2024-08-06,23:00,noche,16,18.8966,17.2,4.0,1,Depositado
2024-08-06,23:10,noche,1,18.8673,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,2,18.555,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,3,18.6252,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,4,18.2127,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,5,19.5941,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,6,20.1768,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,7,19.9697,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,8,18.3219,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,9,19.5914,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,10,19.9679,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,11,18.9533,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,12,19.2548,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,13,18.1157,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,14,19.344,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,15,18.6257,17.0,4.0,1,Depositado
2024-08-06,23:10,noche,16,19.3078,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,1,18.357,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,2,19.4931,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,3,19.7532,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,4,18.7771,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,5,18.5861,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,6,18.0357,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,7,19.0561,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,8,18.8859,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,9,18.3624,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,10,19.4446,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,11,18.957,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,12,18.6191,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,13,18.9005,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,14,19.7785,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,15,19.5256,17.0,4.0,1,Depositado
2024-08-06,23:20,noche,16,19.1298,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,1,19.5343,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,2,18.5731,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,3,19.2175,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,4,19.2796,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,5,18.9463,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,6,19.4351,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,7,18.7786,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,8,19.4753,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,9,19.498,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,10,17.6247,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,11,19.8428,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,12,17.5543,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,13,18.8673,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,14,19.7537,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,15,19.0287,17.0,4.0,1,Depositado
2024-08-06,23:30,noche,16,18.4083,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,1,18.6094,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,2,19.7545,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,3,18.1624,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,4,19.8097,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,5,19.1702,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,6,18.5561,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,7,18.8851,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,8,18.6507,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,9,19.6678,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,10,19.5955,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,11,18.2717,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,12,18.9821,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,13,18.7339,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,14,19.8985,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,15,18.4709,17.0,4.0,1,Depositado
2024-08-07,06:00,mañana,16,20.0663,17.0,4.0,1,Depositado
2024-08-07,06:10,mañana,1,19.182,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,2,18.5726,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,3,18.8343,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,4,18.7671,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,5,18.5117,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,6,19.2512,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,7,18.5369,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,8,18.0226,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,9,18.995,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,10,18.2265,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,11,18.7938,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,12,18.7091,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,13,18.7295,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,14,20.2805,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,15,19.2305,17.0,4.0,2,Depositado
2024-08-07,06:10,mañana,16,19.3325,17.0,4.0,2,Depositado
2024-08-07,06:20,mañana,1,18.2407,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,2,18.8469,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,3,19.3163,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,4,18.6468,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,5,19.6904,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,6,18.5505,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,7,19.0454,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,8,18.8835,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,9,19.2887,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,10,18.8541,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,11,19.0537,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,12,19.0725,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,13,18.8034,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,14,19.462,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,15,19.3287,17.0,4.0,1,Depositado
2024-08-07,06:20,mañana,16,19.1521,17.0,4.0,1,Depositado
2024-08-07,06:30,mañana,1,18.9676,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,2,19.6301,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,3,19.0726,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,4,19.0344,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,5,19.2565,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,6,20.1162,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,7,18.4762,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,8,19.6157,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,9,18.1777,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,10,19.3173,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,11,20.0505,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,12,19.4639,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,13,19.2921,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,14,18.8974,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,15,19.2168,17.05,4.0,0,Depositado
2024-08-07,06:30,mañana,16,19.0639,17.05,4.0,0,Depositado
2024-08-07,06:40,mañana,1,18.7756,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,2,19.0435,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,3,19.3071,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,4,18.7857,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,5,18.7646,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,6,18.4655,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,7,19.411,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,8,19.4945,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,9,19.3251,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,10,19.7212,17.04,4.0,0,Depositado
2024-08-07,06:40,mañana,11,19.2474,17.04,4.0,0,Depositado
